id_estudiante,codigo_universitario,nombres,apellidos,edad,sexo,carrera,facultad,ciclo,fecha_nacimiento,estado_matricula,promedio_general,asistencia,cursos_aprobados,cursos_desaprobados,creditos_aprobados,ciclo_academico,riesgo_academico,nivel_estres_num,nivel_ansiedad_num,bienestar_general,horas_sueno,actividad_fisica,estado_emocional,horas_ejercicio,frecuencia_semanal
1478,202601478,Vito,Oliva,20,Femenino,Administración,Ciencias Empresariales,6,2001-05-24,Matriculado,12.18,96.05,4,0,16,2026-I,Alto,9,8,1.53,8,5,Tranquilo,1.3,3
1479,202601479,Fito,Godoy,17,Femenino,Enfermería,Ciencias de la Salud,10,2008-01-13,Retirado,12.97,85.96,5,2,20,2026-I,Alto,1,9,1.73,6,2,Feliz,1.7,4
1480,202601480,Guadalupe,Dueñas,25,Femenino,Enfermería,Ciencias de la Salud,3,2004-08-01,Retirado,14.28,97.61,4,2,16,2026-I,Medio,9,1,3.6,10,3,Estresado,1.6,1
1481,202601481,Lisandro,Gómez,27,Masculino,Administración,Ciencias Empresariales,8,2004-09-08,Retirado,14.74,76.34,6,1,24,2026-I,Medio,2,9,2.72,6,4,Motivado,2.3,6
1482,202601482,Ceferino,Toro,20,Femenino,Derecho,Derecho,8,2001-04-25,Reserva,18.5,64.82,4,2,16,2026-I,Bajo,3,6,1.9,4,2,Estresado,2.0,3
1483,202601483,Alba,Mendizábal,24,Femenino,Enfermería,Ciencias de la Salud,4,2001-03-26,Retirado,10.97,66.78,4,3,16,2026-I,Alto,8,6,1.25,7,1,Tranquilo,2.3,2
1484,202601484,Sancho,Roig,26,Masculino,Ingeniería de Sistemas,Ingeniería,9,2004-10-19,Reserva,11.47,67.74,6,0,24,2026-I,Alto,8,1,1.76,9,2,Ansioso,2.6,3
1485,202601485,Eulalia,Bustos,29,Femenino,Derecho,Derecho,8,2006-02-08,Reserva,18.47,61.03,6,0,24,2026-I,Bajo,9,7,4.46,10,2,Ansioso,3.0,1
1486,202601486,Norberto,Gallardo,29,Femenino,Marketing,Ciencias Empresariales,1,2008-11-11,Retirado,14.14,82.29,4,0,16,2026-I,Medio,6,2,2.93,5,2,Tranquilo,1.8,1
1487,202601487,Daniela,Lucas,17,Masculino,Derecho,Derecho,9,1999-02-24,Reserva,13.52,80.36,5,2,20,2026-I,Medio,6,6,3.18,4,1,Ansioso,2.7,4
1488,202601488,Amor,Castellanos,27,Femenino,Derecho,Derecho,4,1996-05-19,Retirado,12.71,86.66,8,3,32,2026-I,Alto,7,1,3.59,10,4,Feliz,0.2,1
1489,202601489,Casemiro,Bauzà,22,Femenino,Psicología,Ciencias de la Salud,2,2003-11-25,Retirado,18.92,71.05,4,2,16,2026-I,Bajo,1,4,3.42,10,5,Motivado,0.5,7
1490,202601490,Chema,Sáenz,23,Masculino,Ingeniería de Sistemas,Ingeniería,1,2006-11-09,Matriculado,16.81,80.55,8,3,32,2026-I,Bajo,9,9,2.6,6,1,Estresado,1.6,1
1491,202601491,Jeremías,Mora,18,Femenino,Contabilidad,Ciencias Empresariales,5,2005-12-16,Retirado,13.92,77.49,5,2,20,2026-I,Medio,10,4,4.47,9,2,Ansioso,2.2,2
1492,202601492,Marisela,Castañeda,21,Femenino,Psicología,Ciencias de la Salud,1,1998-03-08,Retirado,10.55,96.32,5,3,20,2026-I,Alto,1,7,2.95,8,5,Tranquilo,1.4,1
1493,202601493,Jenny,Acero,25,Femenino,Contabilidad,Ciencias Empresariales,4,2006-04-18,Matriculado,10.41,63.68,4,0,16,2026-I,Alto,3,7,2.51,4,3,Tranquilo,0.8,3
1494,202601494,Bautista,Sanchez,19,Masculino,Ingeniería de Sistemas,Ingeniería,2,2004-08-31,Retirado,13.43,86.25,7,1,28,2026-I,Medio,1,5,4.98,10,2,Motivado,0.1,2
1495,202601495,Marcio,Molina,21,Femenino,Marketing,Ciencias Empresariales,5,2007-11-13,Reserva,16.78,79.21,7,3,28,2026-I,Bajo,1,9,3.72,9,2,Motivado,0.2,7
1496,202601496,Cloe,Martinez,28,Masculino,Administración,Ciencias Empresariales,10,2000-10-31,Reserva,12.89,76.85,4,2,16,2026-I,Alto,8,7,4.99,5,4,Motivado,0.7,6
1497,202601497,Cristian,Paniagua,17,Masculino,Enfermería,Ciencias de la Salud,7,1997-06-07,Matriculado,19.23,89.59,6,1,24,2026-I,Bajo,5,1,1.52,7,5,Estresado,0.0,4
1498,202601498,Dominga,Leiva,20,Masculino,Enfermería,Ciencias de la Salud,7,2001-07-16,Reserva,10.48,69.55,4,3,16,2026-I,Alto,1,6,1.18,9,5,Feliz,1.9,4
1499,202601499,Quirino,Pedrosa,17,Masculino,Derecho,Derecho,10,1996-03-21,Matriculado,18.37,83.69,8,0,32,2026-I,Bajo,3,1,4.22,5,1,Motivado,1.1,1
1500,202601500,José Ángel,Murillo,29,Femenino,Derecho,Derecho,10,2007-10-07,Reserva,13.39,87.84,5,3,20,2026-I,Medio,6,4,4.43,8,2,Estresado,0.1,5
1501,202601501,Nicanor,Cabrera,30,Femenino,Enfermería,Ciencias de la Salud,5,2003-05-26,Retirado,10.43,72.87,7,2,28,2026-I,Alto,5,10,4.81,4,3,Ansioso,2.2,5
1502,202601502,Sancho,Pombo,25,Masculino,Derecho,Derecho,2,2000-01-25,Retirado,16.93,60.65,6,1,24,2026-I,Bajo,9,2,3.87,8,4,Ansioso,1.9,5
1503,202601503,Ariel,Barros,23,Femenino,Psicología,Ciencias de la Salud,3,1997-09-05,Matriculado,12.83,83.88,6,2,24,2026-I,Alto,6,3,1.49,8,4,Feliz,0.9,4
1504,202601504,Samu,Iniesta,29,Femenino,Enfermería,Ciencias de la Salud,3,1999-06-09,Reserva,10.12,81.67,7,0,28,2026-I,Alto,1,8,1.04,7,2,Estresado,2.7,4
1505,202601505,Amanda,Agustín,22,Femenino,Ingeniería de Sistemas,Ingeniería,1,2004-05-06,Matriculado,11.31,74.98,6,0,24,2026-I,Alto,4,1,1.27,5,1,Estresado,1.5,1
1506,202601506,Alejandra,Adadia,26,Masculino,Arquitectura,Arquitectura,6,1998-08-29,Matriculado,14.23,67.17,6,3,24,2026-I,Medio,5,2,1.84,8,3,Ansioso,1.3,3
1507,202601507,Virgilio,Anguita,20,Masculino,Ingeniería de Sistemas,Ingeniería,6,1999-01-06,Retirado,17.1,97.56,6,2,24,2026-I,Bajo,8,10,1.22,9,4,Feliz,1.7,6
1508,202601508,Melania,Verdú,23,Femenino,Administración,Ciencias Empresariales,7,1996-10-25,Retirado,17.58,68.59,8,3,32,2026-I,Bajo,6,7,4.54,8,2,Motivado,2.6,6
1509,202601509,Fidel,Merino,23,Masculino,Marketing,Ciencias Empresariales,6,2000-06-11,Retirado,12.64,78.75,8,3,32,2026-I,Alto,3,4,4.98,9,4,Estresado,2.4,1
1510,202601510,Marino,Barrio,26,Masculino,Derecho,Derecho,3,2009-02-12,Matriculado,12.44,84.14,4,0,16,2026-I,Alto,7,8,1.97,5,2,Tranquilo,2.1,2
1511,202601511,Teófila,Robledo,21,Masculino,Contabilidad,Ciencias Empresariales,3,1995-12-05,Retirado,12.1,96.86,7,2,28,2026-I,Alto,6,4,4.05,10,4,Estresado,1.1,7
1512,202601512,Paulina,Palomares,20,Masculino,Contabilidad,Ciencias Empresariales,4,2003-10-06,Retirado,12.58,81.4,7,3,28,2026-I,Alto,6,3,1.19,5,2,Feliz,1.7,3
1513,202601513,Luís,Priego,20,Masculino,Ingeniería de Sistemas,Ingeniería,9,1998-12-17,Reserva,10.65,71.73,8,1,32,2026-I,Alto,4,5,2.98,4,5,Tranquilo,1.6,5
1514,202601514,Juan Luis,Botella,30,Femenino,Ingeniería de Sistemas,Ingeniería,2,2008-08-10,Reserva,18.0,93.71,7,2,28,2026-I,Bajo,6,3,4.59,4,4,Ansioso,1.3,6
1515,202601515,Paco,Azorin,17,Masculino,Administración,Ciencias Empresariales,7,1998-02-13,Reserva,12.02,99.39,5,0,20,2026-I,Alto,4,3,1.74,10,4,Motivado,2.7,4
1516,202601516,Rosalinda,Manrique,18,Femenino,Marketing,Ciencias Empresariales,9,2003-01-23,Retirado,14.67,98.4,5,1,20,2026-I,Medio,7,7,4.71,9,4,Feliz,2.8,4
1517,202601517,Nacio,Lorenzo,20,Femenino,Ingeniería de Sistemas,Ingeniería,1,1997-10-04,Reserva,12.07,84.57,6,0,24,2026-I,Alto,3,10,3.01,6,2,Ansioso,0.3,7
1518,202601518,María Belén,Garcia,19,Femenino,Ingeniería de Sistemas,Ingeniería,5,2002-09-25,Matriculado,16.4,87.02,6,0,24,2026-I,Bajo,7,8,4.13,6,5,Motivado,1.3,4
1519,202601519,Nacho,Alvarado,30,Masculino,Contabilidad,Ciencias Empresariales,1,1998-04-13,Matriculado,13.71,69.8,4,3,16,2026-I,Medio,7,4,4.22,9,3,Estresado,2.6,7
1520,202601520,Paca,Baeza,26,Femenino,Derecho,Derecho,5,2005-01-07,Reserva,19.46,83.8,4,2,16,2026-I,Bajo,10,4,1.42,5,5,Tranquilo,2.0,6
1521,202601521,Marino,Anaya,21,Femenino,Derecho,Derecho,1,1997-11-30,Retirado,18.42,89.6,8,0,32,2026-I,Bajo,6,6,1.06,6,5,Motivado,0.4,4
1522,202601522,Atilio,Gimeno,28,Masculino,Enfermería,Ciencias de la Salud,10,2006-11-07,Reserva,12.97,95.73,5,1,20,2026-I,Alto,2,3,1.4,9,5,Tranquilo,2.1,5
1523,202601523,Perla,Jordá,26,Femenino,Administración,Ciencias Empresariales,9,2004-09-29,Reserva,16.61,69.12,4,2,16,2026-I,Bajo,1,1,3.8,5,4,Estresado,2.2,2
1524,202601524,Lupita,Naranjo,24,Femenino,Contabilidad,Ciencias Empresariales,3,2002-11-29,Retirado,19.1,66.46,8,2,32,2026-I,Bajo,7,8,3.99,9,4,Feliz,2.5,7
1525,202601525,Ciro,Martorell,24,Femenino,Contabilidad,Ciencias Empresariales,1,2004-02-08,Reserva,19.09,86.29,5,1,20,2026-I,Bajo,5,2,2.55,4,4,Feliz,3.0,2
1526,202601526,Elpidio,Montoya,21,Femenino,Derecho,Derecho,10,2005-03-23,Retirado,15.76,81.46,6,3,24,2026-I,Medio,5,7,1.1,9,3,Tranquilo,1.3,4
1527,202601527,Armando,Tamarit,27,Masculino,Derecho,Derecho,1,1996-03-28,Retirado,15.67,94.32,7,1,28,2026-I,Medio,8,3,1.81,10,1,Feliz,2.5,1
1528,202601528,Maximiliano,Niño,19,Masculino,Contabilidad,Ciencias Empresariales,2,2000-09-16,Reserva,14.17,72.91,7,3,28,2026-I,Medio,6,8,3.74,7,3,Ansioso,1.5,5
1529,202601529,Pacífica,Alemán,22,Masculino,Enfermería,Ciencias de la Salud,3,2006-10-03,Reserva,13.22,78.81,6,3,24,2026-I,Medio,5,1,1.03,7,5,Estresado,1.0,7
1530,202601530,Leoncio,Ayala,27,Masculino,Enfermería,Ciencias de la Salud,6,2006-11-05,Matriculado,18.08,76.59,5,2,20,2026-I,Bajo,6,5,2.3,5,2,Ansioso,2.6,3
1531,202601531,Cintia,Santamaria,21,Masculino,Administración,Ciencias Empresariales,3,1996-11-02,Matriculado,17.7,68.06,8,3,32,2026-I,Bajo,7,9,4.99,4,5,Motivado,2.5,7
1532,202601532,Patricio,Palma,17,Masculino,Marketing,Ciencias Empresariales,7,2004-09-22,Matriculado,18.67,61.82,4,3,16,2026-I,Bajo,10,5,4.24,6,2,Motivado,1.5,4
1533,202601533,Dominga,Cámara,25,Masculino,Ingeniería de Sistemas,Ingeniería,1,2006-10-11,Retirado,11.73,91.07,6,0,24,2026-I,Alto,5,2,1.85,9,5,Feliz,1.8,4
1534,202601534,Vicente,Nevado,30,Femenino,Administración,Ciencias Empresariales,3,2004-02-14,Reserva,18.24,73.47,7,3,28,2026-I,Bajo,3,9,2.07,5,3,Estresado,1.8,5
1535,202601535,Hernán,Cañellas,20,Femenino,Ingeniería de Sistemas,Ingeniería,7,1998-08-19,Retirado,12.99,79.69,4,3,16,2026-I,Alto,9,1,3.29,7,2,Tranquilo,0.8,1
1536,202601536,Beatriz,Solana,19,Femenino,Arquitectura,Arquitectura,1,1998-07-18,Matriculado,15.84,88.69,8,0,32,2026-I,Medio,5,5,1.59,10,1,Motivado,2.9,3
1537,202601537,Lola,Alcalá,24,Masculino,Contabilidad,Ciencias Empresariales,5,2007-12-24,Matriculado,13.32,61.63,6,0,24,2026-I,Medio,2,10,3.98,9,4,Estresado,0.9,4
1538,202601538,Amalia,Herrera,27,Femenino,Marketing,Ciencias Empresariales,2,1999-05-05,Retirado,13.63,95.97,6,0,24,2026-I,Medio,5,9,3.89,5,1,Tranquilo,1.6,6
1539,202601539,Hilario,Castellanos,28,Femenino,Contabilidad,Ciencias Empresariales,2,2009-03-08,Retirado,18.39,76.81,6,3,24,2026-I,Bajo,4,4,1.67,7,1,Ansioso,2.2,4
1540,202601540,Sabina,Marín,21,Masculino,Derecho,Derecho,2,2005-03-29,Reserva,11.66,67.7,7,3,28,2026-I,Alto,1,7,2.61,10,5,Motivado,2.0,6
1541,202601541,Feliciano,Simó,24,Masculino,Administración,Ciencias Empresariales,5,2002-06-24,Matriculado,13.72,95.45,8,0,32,2026-I,Medio,6,6,3.25,7,5,Tranquilo,1.8,1
1542,202601542,Marcelino,Carranza,24,Masculino,Enfermería,Ciencias de la Salud,4,2006-08-10,Retirado,19.28,78.95,5,1,20,2026-I,Bajo,8,10,3.01,8,1,Motivado,2.7,2
1543,202601543,Sabas,Cáceres,17,Femenino,Marketing,Ciencias Empresariales,6,1997-04-10,Reserva,16.79,94.92,8,0,32,2026-I,Bajo,9,8,1.22,8,3,Estresado,3.0,5
1544,202601544,Andrea,Roselló,23,Femenino,Arquitectura,Arquitectura,6,1996-02-19,Reserva,17.03,68.1,4,3,16,2026-I,Bajo,9,2,4.96,10,5,Tranquilo,1.9,1
1545,202601545,Pepito,Pastor,22,Masculino,Marketing,Ciencias Empresariales,6,1999-06-28,Reserva,17.49,84.1,7,0,28,2026-I,Bajo,9,10,2.21,8,5,Estresado,0.5,7
1546,202601546,Mar,Busquets,23,Masculino,Psicología,Ciencias de la Salud,9,2007-04-01,Matriculado,15.06,94.45,8,3,32,2026-I,Medio,1,8,2.59,5,2,Tranquilo,1.2,1
1547,202601547,Pedro,Julián,27,Femenino,Contabilidad,Ciencias Empresariales,2,1995-11-17,Retirado,11.15,95.14,8,0,32,2026-I,Alto,9,2,1.62,8,5,Tranquilo,1.9,7
1548,202601548,Loreto,Rueda,27,Femenino,Administración,Ciencias Empresariales,1,2004-05-22,Reserva,15.11,75.52,5,0,20,2026-I,Medio,10,1,4.49,4,4,Tranquilo,0.4,4
1549,202601549,Aarón,Yáñez,25,Masculino,Contabilidad,Ciencias Empresariales,4,1996-06-23,Reserva,15.89,96.21,5,3,20,2026-I,Medio,9,7,3.65,8,4,Feliz,0.7,3
1550,202601550,Yéssica,Río,25,Femenino,Ingeniería de Sistemas,Ingeniería,9,2008-08-20,Retirado,14.21,94.6,6,3,24,2026-I,Medio,4,6,2.42,7,1,Estresado,1.3,6
1551,202601551,Samuel,Molina,22,Femenino,Administración,Ciencias Empresariales,6,2003-09-24,Retirado,17.66,61.71,5,0,20,2026-I,Bajo,6,8,3.7,4,3,Motivado,1.9,5
1552,202601552,Loreto,Cabello,28,Femenino,Marketing,Ciencias Empresariales,5,1998-04-02,Matriculado,16.18,72.45,5,2,20,2026-I,Bajo,9,9,1.84,4,3,Feliz,0.9,4
1553,202601553,Juan Bautista,León,20,Femenino,Ingeniería de Sistemas,Ingeniería,1,1998-02-14,Matriculado,16.51,76.02,4,1,16,2026-I,Bajo,8,2,2.3,10,4,Tranquilo,1.8,6
1554,202601554,Débora,Jurado,26,Femenino,Ingeniería de Sistemas,Ingeniería,9,1998-12-06,Matriculado,15.83,94.95,7,3,28,2026-I,Medio,3,4,3.56,6,3,Ansioso,1.3,3
1555,202601555,Heraclio,Molina,17,Masculino,Derecho,Derecho,7,2001-12-20,Retirado,14.12,94.25,7,2,28,2026-I,Medio,5,1,1.27,5,2,Tranquilo,1.0,2
1556,202601556,Eustaquio,Castells,22,Femenino,Marketing,Ciencias Empresariales,6,1998-10-02,Reserva,15.06,88.26,5,0,20,2026-I,Medio,3,10,4.64,9,2,Estresado,0.7,5
1557,202601557,Jesús,Quintero,19,Masculino,Enfermería,Ciencias de la Salud,6,2006-12-24,Retirado,19.62,74.73,5,0,20,2026-I,Bajo,5,3,4.98,5,2,Motivado,0.9,4
1558,202601558,Celia,Campo,25,Masculino,Arquitectura,Arquitectura,10,2000-11-09,Reserva,10.69,91.88,6,2,24,2026-I,Alto,1,8,4.64,6,3,Estresado,2.5,6
1559,202601559,Serafina,Alberdi,28,Femenino,Derecho,Derecho,9,1996-07-31,Reserva,13.89,86.01,4,2,16,2026-I,Medio,8,5,3.96,8,1,Estresado,0.2,1
1560,202601560,Maximiliano,Palau,18,Masculino,Arquitectura,Arquitectura,7,1999-06-03,Retirado,10.13,82.07,5,1,20,2026-I,Alto,5,2,1.91,10,3,Ansioso,2.0,4
1561,202601561,Esteban,Jaén,28,Femenino,Ingeniería de Sistemas,Ingeniería,8,1999-03-04,Reserva,17.05,61.03,6,1,24,2026-I,Bajo,3,10,4.24,10,2,Tranquilo,1.2,6
1562,202601562,Zacarías,Sevillano,23,Femenino,Psicología,Ciencias de la Salud,1,2002-08-23,Retirado,19.71,89.04,4,1,16,2026-I,Bajo,10,7,3.83,5,1,Tranquilo,2.7,4
1563,202601563,Casemiro,Villa,23,Femenino,Enfermería,Ciencias de la Salud,7,1999-06-18,Matriculado,14.52,60.06,4,3,16,2026-I,Medio,6,7,4.66,6,2,Feliz,0.4,7
1564,202601564,Guiomar,Montero,26,Masculino,Contabilidad,Ciencias Empresariales,2,2009-01-11,Matriculado,11.34,89.01,5,2,20,2026-I,Alto,7,9,1.88,7,4,Ansioso,1.9,1
1565,202601565,Palmira,Echevarría,22,Masculino,Administración,Ciencias Empresariales,5,2006-05-24,Reserva,14.74,92.57,7,0,28,2026-I,Medio,2,5,2.18,8,2,Motivado,0.7,7
1566,202601566,Hector,Baeza,22,Femenino,Arquitectura,Arquitectura,5,1995-07-19,Matriculado,10.63,94.74,6,3,24,2026-I,Alto,7,1,1.44,7,2,Estresado,2.3,4
1567,202601567,Albina,Paniagua,28,Femenino,Psicología,Ciencias de la Salud,10,2005-10-16,Retirado,10.66,73.39,8,2,32,2026-I,Alto,10,3,3.56,7,4,Estresado,2.6,3
1568,202601568,Héctor,Alfaro,20,Femenino,Administración,Ciencias Empresariales,1,2000-10-08,Matriculado,12.99,89.72,4,0,16,2026-I,Alto,6,6,1.25,9,2,Ansioso,2.3,6
1569,202601569,Heriberto,Montes,19,Masculino,Derecho,Derecho,9,2004-11-20,Retirado,18.75,69.15,7,3,28,2026-I,Bajo,1,5,2.88,5,2,Feliz,0.8,3
1570,202601570,Isaac,Pareja,27,Femenino,Derecho,Derecho,5,1999-12-15,Retirado,13.78,93.18,4,2,16,2026-I,Medio,3,6,1.37,6,5,Estresado,1.6,4
1571,202601571,Belén,Pastor,21,Masculino,Arquitectura,Arquitectura,10,2005-09-17,Reserva,12.14,71.42,5,0,20,2026-I,Alto,8,8,3.6,7,1,Tranquilo,0.6,6
1572,202601572,Anna,Torrijos,28,Femenino,Arquitectura,Arquitectura,4,1995-10-22,Matriculado,15.02,72.48,4,0,16,2026-I,Medio,10,2,2.3,4,3,Motivado,1.3,5
1573,202601573,Azahara,Hoyos,24,Masculino,Enfermería,Ciencias de la Salud,9,2002-05-03,Reserva,11.71,63.89,4,0,16,2026-I,Alto,10,7,3.52,6,4,Ansioso,0.4,7
1574,202601574,Rosalina,Abril,19,Femenino,Marketing,Ciencias Empresariales,10,1999-01-05,Retirado,18.39,67.92,7,0,28,2026-I,Bajo,2,6,4.77,5,2,Feliz,1.2,1
1575,202601575,Maxi,Huertas,30,Femenino,Contabilidad,Ciencias Empresariales,6,2007-03-21,Retirado,11.95,60.75,5,3,20,2026-I,Alto,6,3,1.67,9,1,Feliz,0.9,2
1576,202601576,Flor,Zorrilla,18,Femenino,Ingeniería de Sistemas,Ingeniería,2,2008-03-24,Reserva,14.04,72.79,7,0,28,2026-I,Medio,10,10,1.57,4,4,Estresado,2.7,2
1577,202601577,Odalys,Garcia,17,Masculino,Contabilidad,Ciencias Empresariales,6,1996-10-11,Matriculado,11.29,94.76,5,2,20,2026-I,Alto,10,3,1.74,5,1,Ansioso,1.1,6
1578,202601578,Pilar,Vigil,30,Masculino,Ingeniería de Sistemas,Ingeniería,2,2008-03-06,Matriculado,10.96,70.24,8,0,32,2026-I,Alto,5,4,1.89,4,2,Motivado,1.9,3
1579,202601579,Aitor,Moraleda,19,Masculino,Contabilidad,Ciencias Empresariales,10,2000-02-05,Reserva,15.17,73.42,4,1,16,2026-I,Medio,7,5,2.33,5,3,Motivado,1.5,3
1580,202601580,Petrona,Atienza,19,Femenino,Derecho,Derecho,10,1997-08-26,Retirado,16.09,77.2,7,0,28,2026-I,Bajo,4,5,1.7,4,5,Ansioso,0.7,7
1581,202601581,Delia,Marí,21,Femenino,Marketing,Ciencias Empresariales,3,1997-06-05,Retirado,16.37,78.88,7,1,28,2026-I,Bajo,4,6,2.62,10,1,Ansioso,2.1,4
1582,202601582,Mónica,Osuna,21,Femenino,Enfermería,Ciencias de la Salud,7,1998-01-10,Matriculado,13.71,74.79,6,0,24,2026-I,Medio,4,9,1.24,7,4,Ansioso,0.3,4
1583,202601583,Gil,Ochoa,19,Femenino,Arquitectura,Arquitectura,8,2002-06-26,Reserva,12.19,96.95,7,2,28,2026-I,Alto,7,7,3.88,9,2,Ansioso,0.6,5
1584,202601584,Andrés,Paredes,28,Masculino,Enfermería,Ciencias de la Salud,3,2002-01-29,Reserva,11.27,68.1,8,2,32,2026-I,Alto,7,8,4.7,5,3,Feliz,1.0,1
1585,202601585,Candelas,Baños,28,Masculino,Contabilidad,Ciencias Empresariales,6,2007-11-09,Reserva,16.41,68.5,7,1,28,2026-I,Bajo,5,7,3.19,8,4,Motivado,2.0,1
1586,202601586,Edgardo,Carmona,21,Femenino,Enfermería,Ciencias de la Salud,10,1999-08-24,Retirado,17.85,69.45,7,1,28,2026-I,Bajo,10,9,4.15,4,4,Feliz,1.1,2
1587,202601587,Ariel,Sevilla,28,Femenino,Administración,Ciencias Empresariales,2,2003-11-15,Matriculado,11.02,69.79,8,1,32,2026-I,Alto,8,4,2.9,7,1,Estresado,2.1,7
1588,202601588,Edgardo,Mora,30,Femenino,Ingeniería de Sistemas,Ingeniería,9,2001-09-10,Retirado,19.43,60.76,6,3,24,2026-I,Bajo,3,7,3.93,8,2,Feliz,0.4,1
1589,202601589,Ruperto,Pedrero,29,Femenino,Derecho,Derecho,7,2000-12-14,Matriculado,13.98,72.93,5,2,20,2026-I,Medio,5,3,3.99,10,2,Estresado,2.5,3
1590,202601590,Paulina,Montenegro,26,Masculino,Arquitectura,Arquitectura,8,2004-10-16,Matriculado,17.51,89.92,5,1,20,2026-I,Bajo,10,10,3.52,6,1,Motivado,1.2,5
1591,202601591,Roxana,Valverde,19,Femenino,Derecho,Derecho,7,2001-04-25,Retirado,15.06,71.69,4,0,16,2026-I,Medio,8,2,3.48,7,1,Estresado,2.0,5
1592,202601592,Nilo,Anaya,17,Masculino,Psicología,Ciencias de la Salud,7,2009-04-28,Matriculado,12.18,66.79,5,0,20,2026-I,Alto,10,1,1.45,10,2,Tranquilo,1.8,6
1593,202601593,Amaya,Aranda,20,Masculino,Ingeniería de Sistemas,Ingeniería,5,2006-09-23,Reserva,17.61,68.62,4,1,16,2026-I,Bajo,7,8,3.63,5,3,Tranquilo,2.4,3
1594,202601594,Maribel,Villar,18,Masculino,Ingeniería de Sistemas,Ingeniería,2,2008-02-12,Reserva,18.26,79.74,8,2,32,2026-I,Bajo,4,1,1.3,6,5,Feliz,0.3,1
1595,202601595,Rosaura,Pons,29,Masculino,Derecho,Derecho,1,2002-05-17,Reserva,15.78,86.25,8,0,32,2026-I,Medio,3,1,1.6,8,4,Estresado,2.8,4
1596,202601596,Casemiro,Batalla,20,Femenino,Ingeniería de Sistemas,Ingeniería,3,1995-08-07,Matriculado,17.48,98.19,4,0,16,2026-I,Bajo,4,5,3.01,9,3,Ansioso,1.7,2
1597,202601597,Adoración,Patiño,23,Masculino,Ingeniería de Sistemas,Ingeniería,8,2002-08-13,Retirado,12.1,99.37,5,0,20,2026-I,Alto,2,8,4.35,8,1,Motivado,2.8,4
1598,202601598,Heriberto,Diaz,30,Masculino,Ingeniería de Sistemas,Ingeniería,8,2001-03-07,Matriculado,10.8,68.13,7,0,28,2026-I,Alto,3,2,3.33,6,1,Motivado,0.9,4
1599,202601599,Pío,Ballesteros,21,Masculino,Ingeniería de Sistemas,Ingeniería,2,1999-11-25,Matriculado,11.62,93.62,8,0,32,2026-I,Alto,8,5,2.27,7,1,Tranquilo,0.6,4
1600,202601600,Cristina,Salamanca,23,Femenino,Marketing,Ciencias Empresariales,7,2007-11-20,Matriculado,18.49,84.21,6,3,24,2026-I,Bajo,4,9,4.15,4,1,Estresado,0.9,1
1601,202601601,Micaela,Leal,19,Masculino,Enfermería,Ciencias de la Salud,3,2000-04-16,Matriculado,11.22,73.93,8,2,32,2026-I,Alto,1,2,3.84,4,3,Motivado,1.0,4
1602,202601602,Jose Carlos,Calderon,18,Femenino,Enfermería,Ciencias de la Salud,9,1997-05-16,Reserva,19.66,92.57,5,3,20,2026-I,Bajo,6,3,4.99,5,4,Ansioso,2.7,1
1603,202601603,Julie,Lopez,28,Masculino,Contabilidad,Ciencias Empresariales,8,2001-05-27,Retirado,16.33,81.71,6,3,24,2026-I,Bajo,10,5,3.08,6,4,Estresado,1.8,5
1604,202601604,Magdalena,Alvarado,18,Femenino,Psicología,Ciencias de la Salud,7,1998-11-18,Reserva,19.81,73.91,4,2,16,2026-I,Bajo,7,4,2.46,10,5,Ansioso,2.7,7
1605,202601605,Dionisia,Fernández,19,Femenino,Contabilidad,Ciencias Empresariales,7,1998-03-29,Matriculado,14.48,90.42,4,3,16,2026-I,Medio,6,7,2.47,6,4,Feliz,1.4,6
1606,202601606,Nadia,Ropero,30,Masculino,Ingeniería de Sistemas,Ingeniería,1,2000-12-25,Reserva,10.83,80.37,6,0,24,2026-I,Alto,7,3,2.04,10,5,Estresado,2.3,1
1607,202601607,Cayetano,Castejón,25,Masculino,Ingeniería de Sistemas,Ingeniería,5,2000-08-09,Matriculado,10.03,79.43,7,3,28,2026-I,Alto,9,3,1.03,7,2,Motivado,1.5,1
1608,202601608,Dionisia,Gelabert,20,Masculino,Administración,Ciencias Empresariales,9,1997-12-19,Matriculado,13.51,67.24,5,1,20,2026-I,Medio,9,3,2.14,8,3,Estresado,1.0,2
1609,202601609,Ernesto,Arrieta,17,Masculino,Psicología,Ciencias de la Salud,5,2007-04-18,Matriculado,13.58,61.56,8,2,32,2026-I,Medio,9,5,2.81,10,1,Motivado,1.1,7
1610,202601610,Jose Ramón,Morales,27,Masculino,Administración,Ciencias Empresariales,6,2006-05-30,Matriculado,17.05,72.75,5,2,20,2026-I,Bajo,8,3,1.66,9,5,Tranquilo,0.4,7
1611,202601611,María Manuela,Pomares,18,Femenino,Ingeniería de Sistemas,Ingeniería,8,1996-02-05,Retirado,17.92,99.22,7,2,28,2026-I,Bajo,10,8,3.1,4,2,Tranquilo,0.1,1
1612,202601612,Plácido,Herrera,30,Femenino,Ingeniería de Sistemas,Ingeniería,4,1999-07-13,Reserva,18.95,63.09,4,2,16,2026-I,Bajo,6,3,4.15,8,1,Ansioso,0.9,5
